name,rating,rating_count,cost,cuisine,city
Gopal's,4.0,100,350,"North Indian,South Indian",Chandigarh
Pizza Galleria,3.8,500,330,"Pizzas,Beverages",Chandigarh
Shangri La Plus,4.3,50,600,"Chinese,Asian",Chandigarh
KFC,3.8,500,550,"American,Snacks",Chandigarh
Bake street,3.8,50,350,"Bakery,Pizzas",Chandigarh
Birinj - The Authentic Taste of Biryani,4.3,100,600,"Biryani,Indian",Chandigarh
Caldo's Pizza & Cafe ( Gluten Free  Pizza also available ),4.0,20,350,"Pizzas,Pastas",Chandigarh
Burger Engineers,4.1,1000,200,"American,Italian",Chandigarh
NAGPAL'S CHOLEY BHATURE,4.3,100,200,Indian,Chandigarh
Lahori Dhaba-44,4.2,100,150,"North Indian,Biryani",Chandigarh
Bits & Bites,3.8,100,200,"Fast Food,Chinese",Chandigarh
La Pino'z Pizza,4.0,1000,300,"Pizzas,Italian",Chandigarh
Ginni Buns,3.7,100,100,"North Indian,Chinese",Chandigarh
Burger Point,3.7,100,200,"American,Pastas",Chandigarh
Lal's Sweets & Restaurants,4.2,50,250,"North Indian,Sweets",Chandigarh
Hashtag Foods,3.8,100,200,"Pizzas,Chinese",Chandigarh
Sindhi Sweets,4.4,100,300,"North Indian,Sweets",Chandigarh
Kumar Rasoi,4.1,500,200,"North Indian,Chinese",Chandigarh
Gopal Ji Confectioners,3.9,500,250,"North Indian,Chinese",Chandigarh
Sagar Ratna,3.9,100,400,South Indian,Chandigarh
Uttam Sweets & Bakers,4.0,50,250,"Sweets,Bakery",Chandigarh
Mrs Wongs,3.8,20,350,"Asian,Chinese",Chandigarh
VINAYS BARBEQUE,4.3,20,350,Indian,Chandigarh
ALVIN PIZZA,4.1,20,250,"Pizzas,Fast Food",Chandigarh
Ram Chat Bhandar,4.1,100,100,Chaat,Chandigarh
Winni Cakes & More,3.3,20,399,"Bakery,Desserts",Chandigarh
Burger King,4.0,1000,400,American,Chandigarh
NIC Natural Ice Creams,4.6,500,120,"Ice Cream,Desserts",Chandigarh
Rolls Nation,3.7,100,200,"Snacks,Pastas",Chandigarh
Toshib,4.2,100,375,"North Indian,Chinese",Chandigarh
KULCHA STORY,4.1,20,300,North Indian,Chandigarh
Imlee,3.9,20,200,"Indian,Biryani",Chandigarh
Pashtun,3.1,20,400,"North Indian,Afghani",Chandigarh
CHAI NAGRI,4.6,20,200,"Beverages,Combo",Chandigarh
Krishna Chat Shop -34,4.0,100,100,"Chaat,Chinese",Chandigarh
Shandaar,3.3,20,300,"Fast Food,Indian",Chandigarh
Laziz Rasoi,4.0,100,200,"North Indian,Chinese",Chandigarh
Kwality Walls Frozen Dessert and Ice Cream Shop,4.5,100,300,Ice Cream,Chandigarh
Goyal Juice & Ice Cream Parlor,3.7,20,200,Fast Food,Chandigarh
Super Donuts- An American eatery and bakery,4.3,100,250,"Desserts,Beverages",Chandigarh
Bhatia 2 Rasoi,3.0,100,200,"North Indian,Chinese",Chandigarh
Uncle Jack's,4.1,500,400,"American,Desserts",Chandigarh
Baskin Robbins,4.2,100,500,Desserts,Chandigarh
Wow delicious,3.6,100,175,"Italian,Snacks",Chandigarh
Thakur Chat Point,3.7,50,150,South Indian,Chandigarh
Soya Hub,3.9,500,200,"Tandoor,Beverages",Chandigarh
Roll Nation,4.1,500,200,"Fast Food,Beverages",Chandigarh
Sanjay Rasoi,3.5,100,150,"North Indian,Combo",Chandigarh
Aunty kitchen,3.5,100,149,"Indian,Combo",Chandigarh
Wah Ji Wah,4.2,500,299,"Indian,Tandoor",Chandigarh
Dominic Pizza (Sector 40),3.7,500,250,"Pizzas,Beverages",Chandigarh
McDonald's,4.2,1000,400,American,Chandigarh
34 PIZZA HOUSE,3.8,100,200,"Pizzas,American",Chandigarh
New Krishan Chat Shop,3.4,500,250,"North Indian,Chinese",Chandigarh
SHOSHEBAAZ,4.6,20,300,"Desserts,Beverages",Chandigarh
Katani Dhaba (Sector 35 D),3.9,1000,300,"North Indian,Punjabi",Chandigarh
Subway,4.1,500,350,"Fast Food,Healthy Food",Chandigarh
Brew Bakes,4.0,20,250,"Italian,Beverages",Chandigarh
Temptation (KC Residency),4.0,20,400,"North Indian,Chinese",Chandigarh
Captain Sam's Pizza,3.3,1000,300,"Pizzas,Italian",Chandigarh
New Maa Durga Sweets & Dairy,3.8,20,500,"Sweets,Bakery",Chandigarh
Chawla's 2,3.5,100,400,"North Indian,Biryani",Chandigarh
House of Snacks,3.8,20,250,"Chinese,Snacks",Chandigarh
Uttam Sweets Bakery & Restaurant,4.0,100,250,"Sweets,Bakery",Chandigarh
CHAI  SUTTA  BAR,4.0,50,200,Beverages,Chandigarh
Pizza Street,3.9,20,150,"Pizzas,Italian",Chandigarh
The Khyberz,4.1,100,500,"Mughlai,North Indian",Chandigarh
Pizza Hut,3.9,100,350,Pizzas,Chandigarh
Paapi Paet,4.1,20,250,"Indian,Chinese",Chandigarh
Punjabi Dhaba 35,4.1,100,200,"North Indian,Punjabi",Chandigarh
Roll Xpress,4.2,1000,200,"Fast Food,Snacks",Chandigarh
Deepak Dhaba,3.9,500,200,"North Indian,Combo",Chandigarh
Marriott Bonvoy on Wheels - JW Marriott,3.7,20,1000,"Continental,Indian",Chandigarh
Burger grapher,4.0,20,200,"Chinese,Fast Food",Chandigarh
Shah ji fast food,4.1,20,250,"North Indian,Chinese",Chandigarh
Third Wave Coffee,4.8,20,400,"Beverages,Desserts",Chandigarh
Cafe Coffee Day,3.6,20,300,"Beverages,Snacks",Chandigarh
Fry Nation,4.2,20,250,"Chinese,Snacks",Chandigarh
Taco Bell,4.0,500,300,Mexican,Chandigarh
Chicago Pizza,4.8,20,400,Pizzas,Chandigarh
Fun Feast,4.0,20,300,"Fast Food,Ice Cream",Chandigarh
The Belgian Waffle Co.,4.2,100,200,"Desserts,Beverages",Chandigarh
Castle Grill,4.2,100,350,Beverages,Chandigarh
SHAMA DHABA,3.5,100,250,Indian,Chandigarh
CHENNAI MARATHA,4.1,100,200,South Indian,Chandigarh
Burger Singh (Big Punjabi Burgers),4.2,500,300,"Snacks,Fast Food",Chandigarh
HashGuys,4.1,100,250,"Pizzas,Snacks",Chandigarh
Shah ji foods,3.8,100,200,"North Indian,South Indian",Chandigarh
The Belgian Waffle Co.,4.4,100,200,"Desserts,Beverages",Chandigarh
Meals For One,4.3,50,250,"Indian,North Indian",Chandigarh
Gopal Ji Confectioners,4.1,50,200,"Fast Food,Snacks",Chandigarh
Domino's Pizza,4.4,100,400,Pizzas,Chandigarh
La Pino'z Pizza,4.1,1000,300,"Pizzas,Italian",Chandigarh
McDonald's,4.1,100,400,American,Chandigarh
Flavors,3.8,100,300,"Snacks,American",Chandigarh
DIMSUM BOX (Sector 7),3.4,50,250,"Chinese,Snacks",Chandigarh
Swaad maa k haath se,4.2,50,200,"North Indian,Indian",Chandigarh
Maddover Cafe,4.1,100,200,"Beverages,Pastas",Chandigarh
Farm Fresh Eating Point,3.8,50,200,"North Indian,Chinese",Chandigarh
Lazeez Rasoi,3.7,500,250,"North Indian,Chinese",Chandigarh
KFC,3.9,100,500,"American,Snacks",Chandigarh
Kali Mirch,3.4,20,200,"North Indian,Chinese",Chandigarh
Amritsari Kulcha King,3.5,20,200,"North Indian,Indian",Chandigarh
The Hungry Hobbit,3.3,100,250,"North Indian,Chinese",Chandigarh
Uncle Jack's,4.0,500,300,"American,Desserts",Chandigarh
Raunak Sweets,3.5,50,700,"North Indian,South Indian",Chandigarh
Shammi Chat & Sweets,3.8,100,250,"Chaat,Desserts",Chandigarh
Hot Millions,2.9,20,200,"Chinese,North Indian",Chandigarh
LATIKA MUMBAI TADKA,2.6,20,300,Indian,Chandigarh
Deluxe Dhaba Express,3.6,50,300,"North Indian,Punjabi",Chandigarh
Baskin Robbins,4.7,20,250,"Desserts,Ice Cream",Chandigarh
Ram Dairy,4.4,500,200,"Sweets,Snacks",Chandigarh
Baba Chicken (Ludhiana Wale),3.9,50,500,"North Indian,Punjabi",Chandigarh
Subway,4.1,100,350,"Healthy Food,Salads",Chandigarh
Fabcafe By Fabindia,4.4,20,800,"North Indian,Healthy Food",Chandigarh
Vijay Dairy,4.7,1000,200,"Beverages,Bakery",Chandigarh
Tawa Restaurant,3.6,100,400,"North Indian,Chinese",Chandigarh
Bombay Street,4.4,1000,150,"Chaat,Snacks",Chandigarh
North Indian Delights,4.8,20,300,North Indian,Chandigarh
Chaap Corner,4.1,50,200,North Indian,Chandigarh
Al beirut,3.9,20,500,"Pizzas,Lebanese",Chandigarh
Downtown Granny's Dhaba,4.1,100,300,North Indian,Chandigarh
SLAY Coffee,4.0,20,200,"Beverages,Desserts",Chandigarh
The Biryani Life,3.9,50,250,"Biryani,Hyderabadi",Chandigarh
Roll Xpress,4.0,500,200,"Fast Food,Snacks",Chandigarh
Chawla's 2,3.5,100,450,"North Indian,Chinese",Chandigarh
Nagpal's chole bhature,3.8,100,250,"North Indian,Fast Food",Chandigarh
Starbucks Coffee,3.8,50,400,"Beverages,Ice Cream",Chandigarh
CHAAT MANIA,2.4,20,200,"Street Food,Chaat",Chandigarh
Pizza Hut,3.3,100,350,Pizzas,Chandigarh
Noorani by Nihari,4.4,100,400,"Biryani,Desserts",Chandigarh
JnJ's,3.9,500,250,"North Indian,Chinese",Chandigarh
Biryani By Kilo,4.0,100,700,"Biryani,Mughlai",Chandigarh
Nomad Pizza- Traveller Series,4.3,50,700,"Pizzas,Italian",Chandigarh
Dominick Pizza,3.8,100,500,"Pastas,Pizzas",Chandigarh
CHILL BRO,4.3,100,150,"Chinese,Fast Food",Chandigarh
Kesar Shudh Vaishno Dhabha,3.8,50,150,North Indian,Chandigarh
Manav Vaishno Dhaba,3.4,20,250,North Indian,Chandigarh
Burger King,4.1,1000,400,American,Chandigarh
Sindhi Sweets,4.2,100,300,"North Indian,Sweets",Chandigarh
SHANGZ,3.8,100,350,"Chinese,Thai",Chandigarh
Dosa Corner,3.8,100,100,South Indian,Chandigarh
THE PRASHADAM,4.1,1000,250,"North Indian,South Indian",Chandigarh
Romatini,3.7,20,300,"Italian,American",Chandigarh
Brown Baking Company,3.8,20,200,"Bakery,Desserts",Chandigarh
King of Subs,3.7,100,250,"Healthy Food,Salads",Chandigarh
Get Desserted,4.1,50,200,"Desserts,Beverages",Chandigarh
Baker's Lounge,4.3,50,300,"Bakery,Desserts",Chandigarh
Sandwich sisters,3.5,20,300,Fast Food,Chandigarh
Grameen Kulfi,4.8,50,120,"Ice Cream,Desserts",Chandigarh
Burger Point,3.8,50,200,"American,Beverages",Chandigarh
The Central Kitchen Company,3.5,20,250,"North Indian,Indian",Chandigarh
Lets Go Dutch Patisserie,3.6,100,350,"Bakery,Desserts",Chandigarh
Sagar Ratna,4.1,100,450,"South Indian,Desserts",Chandigarh
SILVER SPOON,4.4,50,200,"Chinese,Indian",Chandigarh
Omi  Fish & Chicken Corner - Sector 16,3.2,100,200,"North Indian,Chinese",Chandigarh
Dominic Pizza,3.1,20,250,"Italian,Beverages",Chandigarh
Bakers Hut and Havmor Icecreams,3.8,20,300,"Desserts,Italian",Chandigarh
Winni Cakes & More,3.7,100,250,"Bakery,Desserts",Chandigarh
SOUTH INDIAN TADKA,3.2,20,200,"South Indian,Indian",Chandigarh
Apna kitchen,4.0,500,200,"North Indian,Tandoor",Chandigarh
Majestic Momos,4.0,100,200,"Chinese,American",Chandigarh
Patiala Chef,3.8,20,200,"North Indian,Beverages",Chandigarh
Delhi 6,2.1,20,200,"North Indian,Fast Food",Chandigarh
Hungry Kyaaaa?,3.3,20,200,"Chinese,Fast Food",Chandigarh
Shiv Karthik Restaurant,4.1,100,200,"South Indian,Chinese",Chandigarh
Bistro1427,3.5,20,600,"Indian,Chinese",Chandigarh
NIC Natural Ice Creams,4.7,500,120,"Ice Cream,Desserts",Chandigarh
Bakers lounge,4.0,50,399,"North Indian,Snacks",Chandigarh
Pure Veg Meals by Lunchbox,4.0,20,200,"North Indian,Desserts",Chandigarh
Falcon - Cafe & Lounge,3.3,20,350,"Bakery,Desserts",Chandigarh
Too Much Punjabi,4.2,50,300,Indian,Chandigarh
Shri Brijwasi Sweets & Chaat,3.5,20,100,"Chaat,Sweets",Chandigarh
Idli anna and Thirsty Cane,3.4,100,250,South Indian,Chandigarh
Biryani Blues,4.0,100,400,"Hyderabadi,Lucknowi",Chandigarh
Panchkula Rasoi,3.3,50,100,Beverages,Chandigarh
Kissan Vaishno Dhaba,4.0,20,200,"North Indian,Punjabi",Chandigarh
Wokchop - Chinese Cafe,3.8,20,200,"Fast Food,Chinese",Chandigarh
The Good Bowl,4.1,100,400,"North Indian,Punjabi",Chandigarh
Masala nation by Manju Arora,4.4,50,300,"North Indian,Desserts",Chandigarh
Foody Hub Pizza,4.2,100,250,"Pizzas,Italian",Chandigarh
Krishnam,3.6,100,300,"Sweets,Chinese",Chandigarh
LunchBox - Meals and Thalis,4.2,100,200,"North Indian,Punjabi",Chandigarh
Bholeynath Juice & Shake,4.2,100,150,Beverages,Chandigarh
Burgrill - The Win Win Burger,4.3,100,200,"Burgers,Healthy Food",Chandigarh
The Belgian Waffle Xpress,3.5,20,199,"Desserts,Bakery",Chandigarh
Amritsari kulcha & Chana ( sector 9 Wale),4.3,20,250,"North Indian,Punjabi",Chandigarh
Firangi Bake,4.2,20,400,"Italian,Mexican",Chandigarh
Oven Story Pizza,3.7,100,400,Pizzas,Chandigarh
Behrouz Biryani,4.2,100,500,"Biryani,Mughlai",Chandigarh
Faasos - Wraps & Rolls,4.3,500,200,"Fast Food,Snacks",Chandigarh
ITALIAN PIZZA,3.1,20,200,"Italian,Pizzas",Chandigarh
Dunkin',4.2,100,250,"Beverages,Fast Food",Chandigarh
Sweet Truth - Cake and Desserts,4.1,100,450,"Bakery,Desserts",Chandigarh
Naidu South Indian Food,4.3,1000,250,South Indian,Chandigarh
Bansal Amritsari Kulcha,4.0,100,240,North Indian,Chandigarh
Nukkar Dhaba,3.8,100,200,"Indian,Thalis",Chandigarh
Nandu South Indian Food,3.7,50,200,South Indian,Chandigarh
Quality Restaurant,4.0,500,300,"North Indian,Snacks",Chandigarh
Ashirwad Pure Veg Dhaba,3.8,100,200,North Indian,Chandigarh
The Coffee Bean & Tea Leaf,4.1,20,700,"Beverages,Snacks",Chandigarh
Hungry Kyaaaa?- Pizza & Fried Chicken,3.8,20,200,"Pizzas,Fast Food",Chandigarh
SOUL  FOOD,3.9,500,200,"North Indian,Tandoor",Chandigarh
SOUTH KERELA HEIGHTS,3.1,20,200,"South Indian,North Indian",Chandigarh
DUM POTS,4.2,20,300,"Biryani,Kebabs",Chandigarh
La Laziz,2.8,20,300,"North Indian,Chinese",Chandigarh
Amritsar Grill & Snacks,4.3,50,200,"Tandoor,Grill",Chandigarh
Wendy's,3.8,100,200,"American,Burgers",Chandigarh
"Katani's Dhaba, Sweets & Fast Food",3.6,500,200,"North Indian,Punjabi",Chandigarh
Wokman,3.7,100,350,"Chinese,Thai",Chandigarh
Yo! China,4.0,100,450,"Chinese,Seafood",Chandigarh
Amritsari Kulcha Hub,4.1,100,250,"Street Food,North Indian",Chandigarh
Katani Dhaba (Sector 14),3.4,500,250,"North Indian,Punjabi",Chandigarh
L'Italiano,4.4,20,200,"Pizzas,Italian",Chandigarh
Gopal's,3.8,100,350,"North Indian,South Indian",Chandigarh
Sandhya Chinese Fast Food,3.3,50,150,"Chinese,Snacks",Chandigarh
Swaad Hut,4.1,20,250,"Indian,Continental",Chandigarh
Chilli Chaats,4.0,500,150,"Desserts,Snacks",Chandigarh
Food Affairs,3.7,50,200,"Biryani,Chinese",Chandigarh
Roll N Shake,3.7,20,300,"Fast Food,Snacks",Chandigarh
Down town Cafe,3.8,100,250,"Fast Food,Italian",Chandigarh
Vadilal Ice Cream,4.3,100,200,Ice Cream,Chandigarh
Apna Vaishno Dhaba,3.9,500,200,"Chinese,Indian",Chandigarh
Samosa Junction,4.1,50,150,"Combo,Beverages",Chandigarh
The Big Bro,4.5,100,650,"Italian,Continental",Chandigarh
Grill 7,4.1,20,200,American,Chandigarh
Tricity Pizza,3.4,50,250,"Italian,Pizzas",Chandigarh
Captain Sam's Pizza,3.4,100,300,"Pizzas,Italian",Chandigarh
Foody Hub Pizza,4.2,50,250,"Pizzas,Italian",Chandigarh
Baba Ka Dhaba,2.0,20,250,"North Indian,Punjabi",Chandigarh
Uttam's Bakery & Restaurant,4.0,100,200,"North Indian,Pizzas",Chandigarh
ONE BITE,3.3,20,200,"Indian,Snacks",Chandigarh
Szechuan Delight,2.7,20,250,"North Indian,Indian",Chandigarh
Burger Story,1.5,20,200,"Snacks,American",Chandigarh
Bakefood Bakery,4.3,100,500,Bakery,Chandigarh
Kwality Walls Frozen Dessert and Ice Cream Shop,4.5,20,300,Ice Cream,Chandigarh
BOSS Burger,4.0,20,500,"American,Continental",Chandigarh
Momosthan,3.2,20,200,"Chinese,Indian",Chandigarh
Cafe Delhi Heights,4.1,50,800,"Continental,American",Chandigarh
Chandigarh Food Ranger,1.6,20,200,"North Indian,Punjabi",Chandigarh
Italiano Pizza Hub,3.2,20,250,"Pizzas,Chinese",Chandigarh
UBQ by Barbeque Nation,4.1,100,300,"North Indian,Barbecue",Chandigarh
Mrs Sharma's Home Kitchen,3.7,20,200,"North Indian,Combo",Chandigarh
Pizza On My Mind,4.2,20,400,"Pizzas,Italian",Chandigarh
Nanak Sweets,4.1,100,200,"North Indian,Sweets",Chandigarh
PARANTA POINT,2.6,20,250,North Indian,Chandigarh
National Bakery,3.5,100,200,Bakery,Chandigarh
Chandigariya,2.0,20,250,"Chinese,North Indian",Chandigarh
Rana Dhaba,3.6,20,200,"North Indian,Chinese",Chandigarh
Chandigarh Flavours,3.9,100,250,"North Indian,Chinese",Chandigarh
The Himachal Dhaba,3.7,100,250,North Indian,Chandigarh
Biryani By Kilo,4.2,1000,500,"Biryani,Mughlai",Chandigarh
Daily Healthy Rasoi,4.0,100,300,"North Indian,Home Food",Chandigarh
Burger Hub,4.3,100,220,"American,Beverages",Chandigarh
Food Kalakar,4.1,20,250,"North Indian,Chinese",Chandigarh
Panna Sweets,3.7,100,200,"North Indian,Sweets",Chandigarh
Seymorr Cafe,4.2,50,300,"Pizzas,Fast Food",Chandigarh
Makhni Brothers,3.3,50,350,"North Indian,Kebabs",Chandigarh
Giani's,3.4,20,150,"Ice Cream,Desserts",Chandigarh
Sodhi's Zaika,4.1,20,200,North Indian,Chandigarh
Meals101,3.8,100,350,"Asian,North Indian",Chandigarh
Chaurasia Pan Sonu 28,4.8,20,100,Desserts,Chandigarh
Thali Central,3.5,100,350,"Thalis,Fast Food",Chandigarh
Mughal Kitchen,2.1,20,250,"Punjabi,North Indian",Chandigarh
Chawla's 2 (Sector 7),3.9,50,350,"Indian,Chinese",Chandigarh
Dominic Pizza (Sector 19),3.9,500,250,"Pizzas,Fast Food",Chandigarh
The Royal's,3.4,20,250,"North Indian,Indian",Chandigarh
The Wrap Co.,3.1,20,350,"Fast Food,Desserts",Chandigarh
Momos Hood,2.8,20,200,"Chinese,Snacks",Chandigarh
Pintu Juice Corner,3.7,100,100,Healthy Food,Chandigarh
McDonald's,4.1,100,400,American,Chandigarh
Domino's Pizza,4.3,100,400,Pizzas,Chandigarh
Mamagoto,4.4,20,900,"Chinese,Asian",Chandigarh
Farina by Anardana,4.4,20,400,"Italian American,Pizzas",Chandigarh
Food Nation,3.1,20,250,"North Indian,Chinese",Chandigarh
Shirdi Food & Snacks,3.7,500,300,"Punjabi,North Indian",Chandigarh
Nizam Rasoi Halal,3.4,500,200,"North Indian,Biryani",Chandigarh
Bowl Hub,2.4,20,250,"North Indian,Indian",Chandigarh
The Urban Pendu,1.5,20,200,"North Indian,Punjabi",Chandigarh
Pizza Flix,4.2,50,250,"Pizzas,Italian",Chandigarh
BABA CHICKEN (SECTOR 7),3.8,20,400,"Beverages,Desserts",Chandigarh
Little Sumo By Anardana,4.7,20,400,"Pan Asian,Chinese",Chandigarh
Little Curry,4.1,500,300,"North Indian,Combo",Chandigarh
Barbeque Nation,3.3,20,600,"North Indian,Barbecue",Chandigarh
Subway,4.3,100,350,"Fast Food,Healthy Food",Chandigarh
Shri Vaishno Bhojnalaya,3.8,100,200,"North Indian,Punjabi",Chandigarh
Swagath Restaurant & Bar,4.2,100,500,"North Indian,Mughlai",Chandigarh
Day Spoon,3.5,20,150,"North Indian,South Indian",Chandigarh
The London Shakes,4.1,100,200,"Beverages,American",Chandigarh
Dr. Diet - Daily Healthy Diet,4.1,500,300,"Healthy Food,Italian",Chandigarh
Mr singh's tandoori hut,3.8,20,200,"Indian,Tandoor",Chandigarh
Pizza Freakerz,3.8,50,200,Pizzas,Chandigarh
It's Just Wings,4.2,20,400,"American,Fast Food",Chandigarh
Crazy Chicken,3.7,50,300,"North Indian,Chinese",Chandigarh
La Pino'z Pizza,3.7,100,300,"Pizzas,Italian",Chandigarh
Chawala Kitchen Express,1.8,20,400,"North Indian,Chinese",Chandigarh
Lezzetli Express,4.2,50,250,"North Indian,Mughlai",Chandigarh
Social,4.1,100,600,"North Indian,Chinese",Chandigarh
BURRAAHHH,4.2,100,400,"North Indian,Tandoor",Chandigarh
THE FINCH,4.1,50,400,"Continental,Pizzas",Chandigarh
Lucknow Biryani Hub,3.1,20,300,"North Indian,Biryani",Chandigarh
Mirch Masala,3.5,100,250,North Indian,Chandigarh
Pizza Galleria,3.8,100,250,"Pizzas,Beverages",Chandigarh
The Royal King,3.2,50,250,"North Indian,Thalis",Chandigarh
Little Hut,3.4,20,200,"Pizzas,Chinese",Chandigarh
Burgeree,4.5,20,300,Indian,Chandigarh
The Chocolate Room,4.1,100,500,Indian,Chandigarh
Ghar Ka Khana Tiffin Service,3.8,20,250,"North Indian,Pastas",Chandigarh
Dastaan,4.2,20,800,"North Indian,Chinese",Chandigarh
Food Empire,4.1,20,250,"North Indian,Biryani",Chandigarh
Bikkgane Biryani,4.2,500,400,"Biryani,Hyderabadi",Chandigarh
BIRYANI BADSHAH,4.2,100,400,"Biryani,Hyderabadi",Chandigarh
Kailash Restaurant,4.0,500,250,"North Indian,Chinese",Chandigarh
Al Azeem Dhaba,3.6,500,250,"North Indian,Tandoor",Chandigarh
Paojee,4.3,50,200,"Snacks,Maharashtrian",Chandigarh
KUKruKRU,3.5,20,250,"North Indian,Tandoor",Chandigarh
PAPA G KITCHEN,3.3,100,250,"North Indian,Chinese",Chandigarh
BEBE DE PARANTHE,3.6,50,250,"Indian,Thalis",Chandigarh
GARAM DHARAM,3.9,20,600,"North Indian,Desserts",Chandigarh
Desi Firangee,3.3,20,200,"North Indian,Snacks",Chandigarh
Chaayos Chai+Snacks=Relax,4.0,100,250,"Bakery,Beverages",Chandigarh
Nando's,3.7,100,450,"Portuguese,African",Chandigarh
Chandigarh Rasoi,3.6,500,200,"North Indian,Chinese",Chandigarh
Verka Express,3.6,1000,200,"North Indian,South Indian",Chandigarh
Gopal's,4.3,50,350,"North Indian,South Indian",Chandigarh
Vishal's Sweets,4.0,20,300,"Bakery,Desserts",Chandigarh
Burger Point,3.9,50,200,"American,Pastas",Chandigarh
FOOD@99,3.6,100,198,"North Indian,Chinese",Chandigarh
The Central Kitchen,3.2,20,250,"North Indian,Indian",Chandigarh
KFC,3.4,100,650,"American,Snacks",Chandigarh
Lets Go Dutch Patisserie,4.3,50,300,"Bakery,Desserts",Chandigarh
Pakizah Dhaba,3.9,20,250,"North Indian,Biryani",Chandigarh
TOMS KITCHEN,3.8,50,200,"North Indian,Indian",Chandigarh
Bittu Da Dhaba,3.9,20,350,North Indian,Chandigarh
Burger Singh (Big Punjabi Burgers),4.2,20,300,"Snacks,Fast Food",Chandigarh
Starbucks Coffee,4.0,50,400,"Beverages,Ice Cream",Chandigarh
Roll Nation,3.8,500,200,"Fast Food,Combo",Chandigarh
Smoke House Deli,4.3,50,800,"Italian,Continental",Chandigarh
Friends Sweets,3.9,20,250,"North Indian,Chinese",Chandigarh
Dominick Pizza,3.5,500,250,"Pizzas,Chinese",Chandigarh
Daawat-e-biryani,3.4,20,200,"Mughlai,Biryani",Chandigarh
Chandigarh Nation,3.4,20,250,"Chinese,North Indian",Chandigarh
Dosa Home,2.8,20,250,"South Indian,Beverages",Chandigarh
Sindhi Sweets,4.1,100,300,"North Indian,Sweets",Chandigarh
Guru Nanak Sweets,4.1,100,250,North Indian,Chandigarh
Tawa Restaurant Sector 19,3.6,50,450,"Chinese,North Indian",Chandigarh
NAYA DAUR,4.5,20,250,"North Indian,Mughlai",Chandigarh
Thali @99,4.0,20,300,"Pizzas,Fast Food",Chandigarh
THE DINING STORY,3.8,50,250,"North Indian,Chinese",Chandigarh
Multani Paratha,3.9,20,300,"Snacks,Chinese",Chandigarh
Dimsum Hub,3.0,20,200,"Chinese,Indian",Chandigarh
Arora's Foods & Snacks,3.8,20,300,"North Indian,Chinese",Chandigarh
Ice Cream and Shakes Co,1.0,20,200,"Beverages,Desserts",Chandigarh
Awadh Darbar,4.6,20,400,"Lucknowi,Mughlai",Chandigarh
Handi Junction,2.5,20,250,"North Indian,Indian",Chandigarh
Hangry,3.3,20,300,"Chinese,Desserts",Chandigarh
Shama Biryani Dhaba,3.7,1000,250,"Biryani,North Indian",Chandigarh
Bakingo,4.8,20,299,"Bakery,Desserts",Chandigarh
Sardar ji Da Punjabi Dhaba,3.8,100,200,"North Indian,Thalis",Chandigarh
The Coffee Bean & Tea Leaf,4.2,20,700,"Beverages,Snacks",Chandigarh
Curry and Bowls,4.3,100,350,"North Indian,Chinese",Chandigarh
The Chandigarh Kitchen,3.7,1000,250,"North Indian,Thalis",Chandigarh
The Waffle Co,3.7,20,300,Desserts,Chandigarh
Hangravy,4.0,20,500,"North Indian,Mughlai",Chandigarh
Burgerama,4.3,20,600,"American,Fast Food",Chandigarh
Shahroz biryani kitchen,4.9,20,300,"Biryani,North Indian",Chandigarh
Hangry Dragon,3.7,50,400,Chinese,Chandigarh
Chai Kulcha Bar,4.0,1000,200,"North Indian,Chinese",Chandigarh
Curry King,4.0,20,250,"North Indian,Combo",Chandigarh
Todilicious (By Gopalji),4.2,50,250,Beverages,Chandigarh
Anardana Kitchen,4.4,100,400,"North Indian,Chinese",Chandigarh
Flames,4.1,500,350,"Indian,Continental",Chandigarh
Amy's Kitchen,3.8,20,200,"Chinese,Indian",Chandigarh
Roll Cafe,2.8,20,150,Snacks,Chandigarh
Burgrill - The Win Win Burger,4.1,500,200,"Burgers,Healthy Food",Chandigarh
Third Wave Coffee,4.3,20,400,"Beverages,Bakery",Chandigarh
Meri Maggi Stall,4.2,100,100,"Street Food,Beverages",Chandigarh
Karthik,4.2,1000,200,"South Indian,Desserts",Chandigarh
New Kesri Sweets,3.5,100,150,"North Indian,Fast Food",Chandigarh
Parantha Wala Delhi Special,3.3,50,250,"North Indian,Chinese",Chandigarh
Butter Chicken.com,3.0,20,300,"Indian,North Indian",Chandigarh
Cinnabon & Auntie Anne's,4.6,20,450,Snacks,Chandigarh
Chili's American Grill & Bar,4.2,50,900,"American,Salads",Chandigarh
National Bakers,4.2,500,350,"Bakery,Desserts",Chandigarh
Mainland China,4.1,50,900,"Chinese,Oriental",Chandigarh
Pal Dhaba (151-152),3.9,500,400,"North Indian,Chinese",Chandigarh
Nukkar dhaba,3.9,100,200,"North Indian,Chinese",Chandigarh
The Belgian Waffle Xpress,4.1,100,250,"Desserts,Bakery",Chandigarh
Hasan Dhabha,3.5,500,250,"North Indian,Punjabi",Chandigarh
Keventers - Milkshakes and Desserts,3.6,20,300,"Beverages,Ice Cream",Chandigarh
Absolute Barbecue AB s,3.6,20,400,"Biryani,Chinese",Chandigarh
Mehfil Biryani by Zakir Khan,2.8,20,600,"Biryani,Mughlai",Chandigarh
Chawlas 2,3.7,20,250,"North Indian,Tandoor",Chandigarh
