name,rating,rating_count,cost,cuisine,city
Swagat Corner (Subhanpura),4.1,100,250,"North Indian,Punjabi",Vadodara
The Blue Oven,4.2,50,500,Pizzas,Vadodara
Dragon Momos,4.3,50,200,Chinese,Vadodara
La Milano Pizzeria,4.4,1000,249,"Pizzas,Pastas",Vadodara
Punjabi Dhaba,4.0,100,300,"North Indian,Indian",Vadodara
Annapurna Restaurant,2.9,100,200,Thalis,Vadodara
Pizza Crust,4.7,100,350,Italian,Vadodara
Jay Mahakali Sev Usal ( Kirti Stambhwala),4.3,100,150,Snacks,Vadodara
Mummys Pizza,4.7,100,250,Pizzas,Vadodara
Vijay Chinese And Punjabi,3.7,100,200,"Chinese,Punjabi",Valsad
Pizza Hut,3.8,100,350,"Pizzas,Fast Food",Valsad
China Town,4.1,100,200,"Chinese,North Indian",Valsad
Sabziwala Restaurant,4.1,100,300,"North Indian,Chinese",Valsad
Sugar N Spice,4.0,100,300,"Chinese,Punjabi",Valsad
Gajanand Fast Food Centre,3.8,50,200,"South Indian,Chinese",Valsad
La Milano Pizzeria,4.2,100,199,"Pizzas,Pastas",Valsad
Hotel Sai Kiran,4.1,20,200,"Punjabi,Chinese",Valsad
Hotel Orizon,4.0,100,350,"Indian,Chinese",Valsad
Celebrations,4.1,20,300,Bakery,Valsad
New Badshah Pavbhaji Centre,4.1,50,200,"Chinese,Snacks",Valsad
Happiness Ambica Snacks,4.1,50,350,Fast Food,Valsad
New National Caterers,3.8,50,200,"Biryani,Mughlai",Valsad
Shree Khodiyar Kathiyawadi Dhaba,3.1,20,400,"Gujarati,Punjabi",Valsad
Shree Janta Icecream,4.3,50,200,"Ice Cream,Desserts",Valsad
Time To Taste,4.1,20,250,"Chinese,Fast Food",Valsad
The Belgian Waffle Co.,4.3,20,200,"Desserts,Beverages",Valsad
9834 The Fruit Window,4.4,20,200,"Juices,Beverages",Valsad
Ministry Of Eggs,3.9,50,300,"Street Food,Fast Food",Valsad
Apsara Ice Creams,4.3,20,150,"Ice Cream,Desserts",Valsad
SUMIT cHINESE,3.4,20,200,Chinese,Valsad
Master Egg Roll,3.8,20,200,Fast Food,Valsad
Gujjbhai Jugadi,4.3,20,150,"Street Food,Snacks",Valsad
Shake Villa,4.2,20,200,"Beverages,Desserts",Valsad
The Chocolate Room,4.1,20,250,"Beverages,Desserts",Valsad
Jalaram Khaman House (Tithal Road ),4.0,50,150,"Fast Food,Snacks",Valsad
Shree Udipi Restaurant,4.2,100,300,South Indian,Valsad
Mamaji Bhojnalay,3.2,20,100,Gujarati,Valsad
King Of Kabab,3.5,50,250,"Biryani,Mughlai",Valsad
Domino's Pizza,4.1,20,400,Pizzas,Valsad
Burger King,4.3,500,350,American,Vapi
Kwality Walls Frozen Dessert and Ice Cream Shop,4.6,100,200,"Ice Cream,Desserts",Vapi
Gujarat Restaurant,3.7,100,200,"Gujarati,North Indian",Vapi
D'3 Monkey'S House,3.5,100,250,"Beverages,Italian",Vapi
Urban Khichdi,4.3,20,300,Indian,Vapi
Hotel Papillon,4.2,100,500,"Punjabi,Indian",Vapi
Shree Sai Baba Fast Food Corner,4.0,100,200,Fast Food,Vapi
La Pino'Z Pizza,4.1,100,400,"Pizzas,Pastas",Vapi
Sabzi wala,4.3,20,200,"North Indian,Chinese",Vapi
Burger King,4.1,1000,350,"American,Fast Food",Varanasi
Maharaja Foods - Lanka,3.9,1000,200,"Snacks,Chinese",Varanasi
Capsicum,4.0,5000,250,"North Indian,Pizzas",Varanasi
Singh's Delight Restaurant(Sunderpur),3.8,1000,350,"North Indian,Biryani",Varanasi
Manbhavan Fast Food Corner,3.6,1000,300,"Indian,Chinese",Varanasi
Paprika Food Court,3.8,1000,350,"North Indian,Chinese",Varanasi
Aman E Khas,4.0,1000,350,"Mughlai,Biryani",Varanasi
BBC Restaurant,3.3,500,200,"North Indian,Chinese",Varanasi
Roll Corner,3.5,100,300,"North Indian,Biryani",Varanasi
The	Biryani Mahal,3.8,1000,350,"Biryani,Mughlai",Varanasi
Banarasi Biryani,4.1,100,300,"Biryani,Arabian",Varanasi
Roma's Cafe Diner,4.1,1000,700,"North Indian,Chinese",Varanasi
Pind Balluchi,3.9,1000,400,"North Indian,Biryani",Varanasi
Kukudooku Restaurant,3.6,500,300,"North Indian,Biryani",Varanasi
Tit Bit Cafe At Home,3.9,500,350,"North Indian,South Indian",Varanasi
Hari Vilaas,4.1,1000,400,"North Indian,Chinese",Varanasi
Sagar Ratna,3.9,1000,400,"South Indian,North Indian",Varanasi
Shri Bhola,3.9,100,100,Indian,Varanasi
Cheezee Bites,4.0,100,300,"Pizzas,Snacks",Varanasi
Mr. Pizzawala,3.6,50,200,"Italian,Pizzas",Varanasi
Interval,3.9,100,300,"North Indian,Continental",Varanasi
Apna Family Restaurant,3.4,100,250,"Indian,North Indian",Varanasi
Zaika,3.7,1000,400,"Indian,Mughlai",Varanasi
New Apna Family Restaurant,3.4,20,300,"North Indian,Biryani",Varanasi
Cafe de Coop,3.4,20,350,"Indian,Chinese",Varanasi
Sweet Truth - Cake and Desserts,4.2,50,450,"Bakery,Desserts",Varanasi
Banaras Burger Corner,3.7,100,250,"North Indian,South Indian",Varanasi
Central Conversations,3.8,100,250,"Snacks,Beverages",Varanasi
Subway,3.7,100,200,"Healthy Food,Salads",Varanasi
Ming Garden,4.0,500,500,Chinese,Varanasi
BBC Hotel & Restaurant,3.5,100,250,"North Indian,South Indian",Varanasi
Muskan Kalika Family Restaurant,3.3,20,300,"North Indian,Mughlai",Varanasi
Flavours Cafe,3.5,100,400,North Indian,Varanasi
Pahalwan Lassi Bhandar,3.9,100,100,Beverages,Varanasi
The Kerala House And Cafe,3.0,100,200,South Indian,Varanasi
Tasty Bites,4.0,50,150,"Street Food,North Indian",Varanasi
Nathu's Sweets,3.9,50,1000,"Pizzas,Sweets",Varanasi
Chrystal Bowl Restaurant,4.0,100,500,"Italian,North Indian",Varanasi
Tanish Dining and Cafe,3.7,100,500,"North Indian,Beverages",Varanasi
Spice Root,3.8,100,300,"North Indian,Chinese",Varanasi
Banarasi Tadka,3.7,100,300,"North Indian,Indian",Varanasi
Champaran Meat House,3.3,500,250,Mughlai,Varanasi
FIDKA,4.0,500,700,Indian,Varanasi
Yogiks Cafe,4.2,100,450,"Indian,Beverages",Varanasi
CHAI BAR,3.5,20,200,"Beverages,Indian",Varanasi
Ming Garden Bakery,3.9,100,300,"Snacks,Desserts",Varanasi
Litti Hut,3.9,20,300,Bihari,Varanasi
Hunger Point,2.9,20,200,"Indian,Chinese",Varanasi
Pizaa in town,4.0,50,199,"Pizzas,Italian",Varanasi
99 Pancakes,4.3,50,300,"Bakery,Waffle",Varanasi
The London Shakes,4.0,1000,300,"Pizzas,Beverages",Varanasi
Him Cream Kulfi Parlour,4.1,100,100,"Desserts,Ice Cream",Varanasi
Black Pepper Fast Food Point,4.0,20,300,"Fast Food,Indian",Varanasi
Apna Fast Food corner,3.8,100,250,"North Indian,Chinese",Varanasi
OREGANO'S,4.1,20,350,"Fast Food,Italian",Varanasi
Shri Narayan Mishthan Bhandar,3.8,500,350,"Sweets,Snacks",Varanasi
Break-Da-Fast,3.7,20,200,"North Indian,Combo",Varanasi
Baba Biryani Hub,2.6,50,350,"Biryani,North Indian",Varanasi
Hunger Valley,3.2,50,150,"Fast Food,Continental",Varanasi
Keventers - Milkshakes and Desserts,4.4,100,300,"Beverages,Ice Cream",Varanasi
Domino's Pizza,4.3,100,400,Pizzas,Varanasi
VCD Bakery,3.9,500,300,"Bakery,Desserts",Varanasi
BANARASI BAATI CHOKHA,3.8,20,200,"Indian,Chinese",Varanasi
Milky Way,2.8,20,500,Bakery,Varanasi
Jbb Fast Food Corner,2.5,100,300,"North Indian,Chinese",Varanasi
Vada Grill,4.1,100,100,"Maharashtrian,North Indian",Varanasi
MOMO -THE DUMPLINGS OF HAPPINESS,3.9,20,200,Chinese,Varanasi
Baskin Robbins,4.2,50,200,"Beverages,Desserts",Varanasi
Waah Mumbai,4.0,100,200,"Maharashtrian,Pizzas",Varanasi
Bikanervala,4.0,500,500,"North Indian,South Indian",Varanasi
THE MOMO HUT,3.6,20,150,"Chinese,Pastas",Varanasi
Chestnuts,4.1,100,450,Bakery,Varanasi
Goli vada pav no 1,4.3,50,300,Snacks,Varanasi
Be 33 Momos,3.3,50,100,"Street Food,North Indian",Varanasi
IFC So Best,3.7,100,250,"North Indian,Biryani",Varanasi
Grill Inn,3.5,100,200,"Fast Food,Pizzas",Varanasi
Pizzeria Vaatika Cafe,3.8,50,500,"North Indian,Italian",Varanasi
Cresent Villa,4.5,20,500,"Indian,Chinese",Varanasi
3 Idiots,2.4,50,300,"Indian,North Indian",Varanasi
B33 STREET CAFE,3.5,50,199,"Pizzas,Chinese",Varanasi
The Chocolate Heaven,4.0,100,500,"Italian,Desserts",Varanasi
99 Chickens,4.0,100,250,"Pizzas,Desserts",Varanasi
Shahi Restaurant,3.9,1000,500,"Chinese,North Indian",Varanasi
Shahi Daya Restaurant,4.0,500,350,"North Indian,South Indian",Varanasi
Giani's,4.4,100,200,Desserts,Varanasi
Mr Waffle therapist,3.9,50,200,"Pizzas,Beverages",Varanasi
The Belgian Waffle Co.,4.5,100,200,"Desserts,Beverages",Varanasi
Urban Tadka,3.0,20,200,"Chinese,Biryani",Varanasi
New Apna Fast Food corner,3.7,20,300,"Indian,North Indian",Varanasi
Biryani Hotshot,4.0,100,300,"Biryani,Beverages",Varanasi
Rahil Restaurant,3.9,1000,350,"North Indian,Chinese",Varanasi
Pulpy Pastry,4.0,100,400,Bakery,Varanasi
Zaika Fresh and Tasty,4.0,1000,200,"Indian,Chinese",Varanasi
PINE TREE RESTAURANT,3.7,50,300,"Chinese,Tandoor",Varanasi
7th Heaven,4.3,50,300,"Bakery,Desserts",Varanasi
Captain Nova,3.3,50,500,"Indian,Mexican",Varanasi
Delhi Food Court,2.4,20,300,"Chinese,Indian",Varanasi
Diamond Hotel Bistro Benares,3.5,100,700,"North Indian,Continental",Varanasi
Chaurasia Idli Dosa Corner,3.7,20,50,"Street Food,Indian",Varanasi
Ananta food court,3.9,50,200,"North Indian,South Indian",Varanasi
Anupama kitchen,2.7,20,500,"Chinese,North Indian",Varanasi
Pari Resturant & sweets,3.5,100,300,"North Indian,Chinese",Varanasi
Cake Makers,2.9,50,300,"Bakery,Desserts",Varanasi
The Big Little Bowl,3.7,50,250,Indian,Varanasi
Vansh's Kitchen,3.6,500,350,"North Indian,Chinese",Varanasi
Italian Pizza,2.9,100,150,"Italian,American",Varanasi
Bengla sweet house,3.0,20,300,"Snacks,Combo",Varanasi
The Mint Leaf,3.7,500,300,"North Indian,Chinese",Varanasi
Moti Mahal Varanasi,2.9,20,250,"North Indian,Chinese",Varanasi
McDonald's,3.9,1000,400,American,Varanasi
Environmental Foods,4.0,20,150,"Salads,Juices",Varanasi
TAKE THE CARE,3.5,50,200,"Bakery,Fast Food",Varanasi
Pizza Express Meal,3.2,100,180,"Pizzas,Fast Food",Varanasi
Food Street,2.6,20,200,"Biryani,Indian",Varanasi
Deena Chat Bhandar,4.1,500,100,"Snacks,Chinese",Varanasi
Saffron Veg Restaurant,3.8,100,350,"North Indian,South Indian",Varanasi
KFC,3.9,1000,400,"American,Snacks",Varanasi
Wow Pizza,3.1,100,300,"Pizzas,Chinese",Varanasi
Wow Chaina,3.4,100,300,Chinese,Varanasi
JUST THALI,4.1,100,250,"Thalis,Indian",Varanasi
Wow  Pizza  and  Burger  Restaurant,2.5,20,200,"Pizzas,Italian",Varanasi
Petal Of Love And Cake,4.0,100,400,"Bakery,Pizzas",Varanasi
Baker's Pride,3.3,50,100,"Bakery,Desserts",Varanasi
Wow Burger and Pizza,2.5,20,300,"Pizzas,Snacks",Varanasi
Mishra Marawari Bhojnalaya,3.2,50,200,Indian,Varanasi
Go Pizza,2.2,20,400,"Pizzas,Continental",Varanasi
Mishra Bhojnalaya,3.9,50,300,"Thalis,Indian",Varanasi
Namah Pahuna Kitchen,3.9,100,250,"Indian,Chinese",Varanasi
Rasna Family Restaurant,4.1,100,500,"Chinese,North Indian",Varanasi
ANNAPURNA BHOJNALAYA,3.3,100,300,"Indian,Chinese",Varanasi
Black Forest Pizza Burger Bar,3.2,20,300,"Bakery,American",Varanasi
BSB Local,4.1,1000,300,"North Indian,Chinese",Varanasi
Bistro B2,4.0,100,400,"Indian,Continental",Varanasi
Pallavi Baati Chokha Restaurant,4.0,500,200,Indian,Varanasi
Pizza Hut,3.3,100,350,"Fast Food,Pizzas",Varanasi
Wi-Fi Canteen,3.1,50,300,"North Indian,Mughlai",Varanasi
MISHRAZ KITCHEN,3.7,100,250,"North Indian,Chinese",Varanasi
ROTI SHOTI,3.9,50,250,North Indian,Varanasi
KUNG FU CUISINE,4.0,50,250,Chinese,Varanasi
Jamuna Das Biscuits,4.1,50,350,Bakery,Varanasi
CAPCICUM & CORRIENDER,3.4,20,300,"North Indian,Chinese",Varanasi
NIC Natural Ice Creams,4.4,500,120,"Ice Cream,Desserts",Varanasi
Welcome Fast Food,3.2,20,100,"Street Food,Bakery",Varanasi
Keshari Fast Food,3.6,50,500,"North Indian,Chinese",Varanasi
Live Bakers,3.8,50,200,Bakery,Varanasi
Hotel Madhuvan Palace,3.8,50,200,"Indian,Chinese",Varanasi
Fish corner,3.4,20,300,"Chinese,Mughlai",Varanasi
Baati Chokha,3.7,100,300,Indian,Varanasi
Kingdom of momos,3.8,100,250,"Chinese,Beverages",Varanasi
How's ThaT,4.3,20,200,"Chinese,Arabian",Varanasi
Cakes Man,4.2,100,350,Bakery,Varanasi
Behrouz Biryani,4.3,500,500,"Biryani,Mughlai",Varanasi
Hot Pizza King,3.5,100,200,"Pizzas,Italian",Varanasi
The Cake Cottage,4.1,100,300,Bakery,Varanasi
THE CORIANDER BLEND,3.9,100,250,"Chinese,Italian",Varanasi
Taste of banaras,3.6,20,300,"Indian,Chinese",Varanasi
Nitin Point & Fast Food,3.5,100,200,North Indian,Varanasi
